PARTIDO;DEPARTAMENTO;NIVEL;HOJA;CANDIDATO_1;INGRESOS_TOT;INGRESOS_NET;FIN_PUB;FIN_INT;CES_FON;FIN_PRIV;VOTOS;BANCAS;PERSONAS;EMPRESAS;ANONIMA;CANDIDATOS;OTROS;EGRESOS_TOT;EGRESOS_NET
FRENTE AMPLIO;RÍO NEGRO;REPRESENTANTES;3311;PABLO ENRIQUE CENTURIÓN;35513;20862;35513;0;14651;0;348;0;0;0;0;0;0;37211;22560
FRENTE AMPLIO;RÍO NEGRO;REPRESENTANTES;5271;JUAN SARDELA VIZOSA;10000;10000;10000;0;0;0;214;0;0;0;0;0;0;0;0
FRENTE AMPLIO;RÍO NEGRO;REPRESENTANTES;212199738;CONSTANTE MENDIONDO;727100;462100;643000;84100;265000;0;6300;1;0;0;0;0;0;637726;372726
FRENTE AMPLIO;RÍO NEGRO;REPRESENTANTES;711771001;ALVARO DEBALI;467140;467140;466140;0;0;0;4486;0;0;0;0;0;0;465000;465000
FRENTE AMPLIO;RIVERA;REPRESENTANTES;33;HEBER DA SILVA FERRAO;338921;338921;178921;80000;0;80000;2987;0;0;0;0;80000;0;317966;317966
FRENTE AMPLIO;RIVERA;REPRESENTANTES;738;NESTOR LÓPEZ AREZO;576000;368000;504000;72000;208000;0;4941;0;0;0;0;0;0;577476;369476
FRENTE AMPLIO;RIVERA;REPRESENTANTES;871;RAUL CAMPANELLA;23984;0;23984;0;23984;0;235;0;0;0;0;0;0;23984;0
FRENTE AMPLIO;RIVERA;REPRESENTANTES;959;RUBENSON SILVA;257754;257754;257754;0;0;0;3115;0;0;0;0;0;0;57464;57464
FRENTE AMPLIO;RIVERA;REPRESENTANTES;3311;RICARDO GIORELLO;63432;39439;43432;20000;23993;6784;532;0;0;0;0;6784;0;70216;46223
FRENTE AMPLIO;RIVERA;REPRESENTANTES;90609;FABIAN FONTOURA;2460003;468852;1991151;468852;1991151;0;7804;0;0;0;0;0;0;1404692;468852
FRENTE AMPLIO;RIVERA;REPRESENTANTES;711100177;SAUL ARISTIMUÑO;692881;20000;652881;40000;672881;0;8001;1;0;0;0;0;0;692881;20000
FRENTE AMPLIO;ROCHA;REPRESENTANTES;7;MILTON IBARRA;20000;20000;                         -  ;20000;0;0;3790;0;0;0;0;0;0;20000;20000
FRENTE AMPLIO;ROCHA;REPRESENTANTES;764;OTILIA RODRIGUEZ;19014;19014;9014;0;0;10000;148;0;0;0;0;0;10000;17800;17800
FRENTE AMPLIO;ROCHA;REPRESENTANTES;800;NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL;                         -  ;0;                         -  ;0;0;0;609;0;0;0;0;0;0;0;0
FRENTE AMPLIO;ROCHA;REPRESENTANTES;959;DIANA VIDAL;47488;47488;12788;34700;0;0;312;0;0;0;0;0;0;20000;20000
FRENTE AMPLIO;ROCHA;REPRESENTANTES;1813;JOSE LUIS GAMON;167364;167364;67088;98000;0;2276;1120;0;0;0;0;2276;0;160276;160276
FRENTE AMPLIO;ROCHA;REPRESENTANTES;1881;CARLOS SÁNCHEZ;5000;5000;5000;0;0;0;70;0;0;0;0;0;0;3500;3500
FRENTE AMPLIO;ROCHA;REPRESENTANTES;1968;PABLO DANIEL CABRERA STELLATELLI;21139;6268;21139;0;14871;0;89;0;0;0;0;0;0;21024,73535;6153,475494
FRENTE AMPLIO;ROCHA;REPRESENTANTES;2121;PABLO ARTIGAS BARRIOS LASSO;957283;427501;529783;427500;529782;0;5191;0;0;0;0;0;0;960756;430974
FRENTE AMPLIO;ROCHA;REPRESENTANTES;3311;ALDA PÉREZ;120317;67144;120317;0;53173;0;1179;0;0;0;0;0;0;109988;56815
FRENTE AMPLIO;ROCHA;REPRESENTANTES;7373;JUAN CARLOS  COLA ABARNO;57638;0;57638;0;57638;0;556;0;0;0;0;0;0;57638;0
FRENTE AMPLIO;ROCHA;REPRESENTANTES;90609;HECTOR ANIBAL PEREIRA;3450199;904874;2545326;859873;2545325;45000;9976;1;0;0;45000;0;0;2246047,51;1049745,51
FRENTE AMPLIO;SALTO;REPRESENTANTES;90;JUAN JOSÉ LEAL;1591538;1194729;844274;596368;396809;150896;3309;0;0;0;6500;41500;102896;1214856,47;818047,47
FRENTE AMPLIO;SALTO;REPRESENTANTES;609;MANUELA MUTTI;1304435;1304435;1304435;0;0;0;9859;1;0;0;0;0;0;1304435;1304435
FRENTE AMPLIO;SALTO;REPRESENTANTES;871;MARIANA CENTRON;39394;0;39394;0;39394;0;386;0;0;0;0;0;0;39394;0
FRENTE AMPLIO;SALTO;REPRESENTANTES;959;JUAN LAGAXIO;75026;75026;75026;0;0;0;911;0;0;0;0;0;0;35513;35513
FRENTE AMPLIO;SALTO;REPRESENTANTES;1001;REGINO LOPEZ;234610;0;234610;0;234610;0;2279;0;0;0;0;0;0;234610;0
FRENTE AMPLIO;SALTO;REPRESENTANTES;1642;FEDERICO PREVE COCCO;46535;46535;46535;0;0;0;456;0;0;0;0;0;0;0;0
FRENTE AMPLIO;SALTO;REPRESENTANTES;3311;EDUARDO DANIEL CATTANI;121514;76046;110214;0;45468;11300;1080;0;0;0;0;7000;4300;115572;70104
FRENTE AMPLIO;SALTO;REPRESENTANTES;7373;JOSE MIGUEL RODRIGUEZ IGARI;16574;0;16574;0;16574;0;161;0;0;0;0;0;0;16574;0
FRENTE AMPLIO;SALTO;REPRESENTANTES;21938;SOLEDAD MARAZZANO;1160800;840600;776800;384000;320200;0;7634;0;0;0;0;0;0;1177776;857576
FRENTE AMPLIO;SALTO;REPRESENTANTES;775005;MARIO DE LOS SANTOS;114200;114200;113200;0;0;0;1100;0;0;0;0;0;0;122573;122573
FRENTE AMPLIO;SALTO;REPRESENTANTES;888711;ANDRES LIMA;20000;20000;                         -  ;20000;0;0;16486;1;0;0;0;0;0;20000;20000
FRENTE AMPLIO;SALTO;REPRESENTANTES;1813800;WILSON SENA;148284;148284;81284;20000;0;47000;1357;0;0;0;0;47000;0;79994;79994
FRENTE AMPLIO;SAN JOSÉ;REPRESENTANTES;17;JORGE W GARCIA ;274700;274700;160000;0;0;114700;1570;0;0;0;0;114700;0;94673;94673
FRENTE AMPLIO;SAN JOSÉ;REPRESENTANTES;90;JAVIER GUTIERREZ;1591538;602852;988686;610791;988686;30643;3875;0;0;0;0;0;30643;1145343,58;680661,58
FRENTE AMPLIO;SAN JOSÉ;REPRESENTANTES;347;RUBEN HERNANDORENA;92928;92928;18928;34000;0;40000;316;0;0;0;0;40000;0;93364;93364
FRENTE AMPLIO;SAN JOSÉ;REPRESENTANTES;711;FABIO REYES;460852;40000;420852;40000;420852;0;4198;0;0;0;0;0;0;440852;20000
FRENTE AMPLIO;SAN JOSÉ;REPRESENTANTES;871;LEONEL MOLINELLI;9083;0;9083;0;9083;0;89;0;0;0;0;0;0;9083;0
FRENTE AMPLIO;SAN JOSÉ;REPRESENTANTES;959;ARMANDO CÉSPEDES;39777;39777;10077;29700;0;0;258;0;0;0;0;0;0;8000;8000
FRENTE AMPLIO;SAN JOSÉ;REPRESENTANTES;1968;PABLO DANIEL CABRERA STELLATELLI;20853;8956;20853;0;11897;0;116;0;0;0;0;0;0;16819,7904;4922,780404
FRENTE AMPLIO;SAN JOSÉ;REPRESENTANTES;2121;PABLO URRETA;1353446;485749;867696;463750;867697;22000;8502;0;0;0;0;22000;0;1303447;435750
FRENTE AMPLIO;SAN JOSÉ;REPRESENTANTES;3311;FERNÁNDEZ SAAVEDRA, ANA GABRIELA;269138;179929;216138;0;89209;53000;2119;0;0;0;0;10000;43000;209658;120449
FRENTE AMPLIO;SAN JOSÉ;REPRESENTANTES;5271;PABLO HOLFMAN;4000;4000;4000;0;0;0;49;0;0;0;0;0;0;0;0
FRENTE AMPLIO;SAN JOSÉ;REPRESENTANTES;775005;PABLO CORTÉS;112480;112480;111480;0;0;0;1078;0;0;0;0;0;0;115295;115295
FRENTE AMPLIO;SAN JOSÉ;REPRESENTANTES;60910017373;WALTER DE LEON;1142917;0;1142917;0;1142917;0;11051;1;0;0;0;0;0;1142917;0
FRENTE AMPLIO;SORIANO;REPRESENTANTES;642;ALEXIS DAMIÀN ALONSO PEREZ;44698;26258;44698;0;18440;0;438;0;0;0;0;0;0;35579;17139
FRENTE AMPLIO;SORIANO;REPRESENTANTES;800;MARTIN IBARBURU;56576;56576;56576;0;0;0;683;0;0;0;0;0;0;0;0
FRENTE AMPLIO;SORIANO;REPRESENTANTES;1001;ANTONIO BENITEZ;375655;0;375655;0;375655;0;3628;0;0;0;0;0;0;375655;0
FRENTE AMPLIO;SORIANO;REPRESENTANTES;1642;FLORENCIA CALDES;17144;17144;17144;0;0;0;168;0;0;0;0;0;0;0;0
FRENTE AMPLIO;SORIANO;REPRESENTANTES;1968;PABLO DANIEL CABRERA STELLATELLI;21667;6796;21667;0;14871;0;95;0;0;0;0;0;0;21024,73535;6153,475494
FRENTE AMPLIO;SORIANO;REPRESENTANTES;2121;JULIO CESAR GUASTAVINO AGUIAR;1419395;642530;776865;593750;776865;48780;7612;0;0;48780;0;0;0;1419216;642351
FRENTE AMPLIO;SORIANO;REPRESENTANTES;3311;BETINA TALICE PIÑEYRO ZIPITRÍA;50000;50000;50000;0;0;0;722;0;0;0;0;0;0;29809;29809
FRENTE AMPLIO;SORIANO;REPRESENTANTES;5271;JUAN SARDELA VIZOSA;7000;7000;7000;0;0;0;67;0;0;0;0;0;0;0;0
FRENTE AMPLIO;SORIANO;REPRESENTANTES;6009;WALTER MAIDANA;198826;198826;189526;0;0;9300;2288;0;9300;0;0;0;0;9300;9300
FRENTE AMPLIO;SORIANO;REPRESENTANTES;90609;ENZO MALAN;1496264;1496264;1496264;0;0;0;7851;1;0;0;0;0;0;1496264;1496264
FRENTE AMPLIO;SORIANO;REPRESENTANTES;711764;RAMON MASTANDREA;151424;151424;42198;95000;0;14226;4833;0;0;0;0;14226;0;151424;151424
FRENTE AMPLIO;SORIANO;REPRESENTANTES;775005;GIANINA PRADO;112400;112400;111400;0;0;0;1300;0;0;0;0;0;0;118930;118930
FRENTE AMPLIO;TACUAREMBÓ;REPRESENTANTES;609;EDGARDO RODRIGUEZ;1573457;1573457;1573457;0;0;0;12073;1;0;0;0;0;0;1573457;1573457
FRENTE AMPLIO;TACUAREMBÓ;REPRESENTANTES;800;MARY FRUGONI;142270;45000;97270;0;97270;35000;945;0;0;0;0;35000;0;142141,5;44871,5
FRENTE AMPLIO;TACUAREMBÓ;REPRESENTANTES;871;ALFREDO CORREA;18268;0;18268;0;18268;0;179;0;0;0;0;0;0;18268;0
FRENTE AMPLIO;TACUAREMBÓ;REPRESENTANTES;1968;PABLO DANIEL CABRERA STELLATELLI;19269;7372;19269;0;11897;0;98;0;0;0;0;0;0;16819,7904;4922,780404
FRENTE AMPLIO;TACUAREMBÓ;REPRESENTANTES;2275;JUAN CARLOS GÓMEZ DE FREITAS BOGGIO;18836;0;18836;0;18836;0;183;0;0;0;0;0;0;18836;0
FRENTE AMPLIO;TACUAREMBÓ;REPRESENTANTES;3311;MAGALI LEGAZCUE;69350;69350;69350;0;0;0;631;0;0;0;0;0;0;0;0
FRENTE AMPLIO;TACUAREMBÓ;REPRESENTANTES;9393;EDUARDO MENDEZ CAMARAN;10200;0;10200;0;10200;0;116;0;0;0;0;0;0;10200;0
FRENTE AMPLIO;TACUAREMBÓ;REPRESENTANTES;902121;ROSANO RICARDO;1648661;972257;1276235;372426;676404;0;5002;0;0;0;0;0;0;984588;384758
FRENTE AMPLIO;TACUAREMBÓ;REPRESENTANTES;711100177;RUDIAR ESQUIVO;20000;20000;                         -  ;20000;0;0;8485;0;0;0;0;0;0;20000;20000
FRENTE AMPLIO;TREINTA Y TRES;REPRESENTANTES;711;AROLDO PIMIENTA;20000;20000;                         -  ;20000;0;0;1197;0;0;0;0;0;0;20000;20000
FRENTE AMPLIO;TREINTA Y TRES;REPRESENTANTES;871;RAUL CAMPANELLA;7042;0;7042;0;7042;0;69;0;0;0;0;0;0;7042;0
FRENTE AMPLIO;TREINTA Y TRES;REPRESENTANTES;1968;MARÍA LETICIA ARREDONDO LARROSA;17861;5964;17861;0;11897;0;82;0;0;0;0;0;0;16819,7904;4922,780404
FRENTE AMPLIO;TREINTA Y TRES;REPRESENTANTES;2121;NINO MEDINA;1027606;700000;327606;632500;327606;0;3210;0;0;0;0;0;0;923372;595766
FRENTE AMPLIO;TREINTA Y TRES;REPRESENTANTES;3311;MATILDE SUSANA VINAY ALVAREZ;120774;91683;70516;0;29091;50258;691;0;1480;0;0;48778;0;120769;91678
FRENTE AMPLIO;TREINTA Y TRES;REPRESENTANTES;4090;SERGIO MIER;1844527;444547;1399980;443817;1399980;730;5487;1;0;0;730;0;0;1125000,96;467009,96
FRENTE AMPLIO;TREINTA Y TRES;REPRESENTANTES;5271;CARLOS SÁNCHEZ;5000;5000;5000;0;0;0;17;0;0;0;0;0;0;3500;3500
FRENTE AMPLIO;TREINTA Y TRES;REPRESENTANTES;7373;JOSE ALFREDO PUIGDEVALL TONNA;12419;0;12419;0;12419;0;120;0;0;0;0;0;0;12419;0
FRENTE AMPLIO;TREINTA Y TRES;REPRESENTANTES;775005;JOHN ACOSTA;55700;55700;54700;0;0;0;529;0;0;0;0;0;0;65431;65431
FRENTE AMPLIO;TREINTA Y TRES;REPRESENTANTES;6091001;FRANCISCO DA SILVA;575561;575561;575561;0;0;0;3715;0;0;0;0;0;0;575561;575561
PARTIDO NACIONAL;ARTIGAS;REPRESENTANTES;244;ALVARO GERMANO;10200;10200;                         -  ;0;0;10200;267;0;10200;0;0;0;0;10200;10200
PARTIDO NACIONAL;ARTIGAS;REPRESENTANTES;404;RODOLFO CARAM;187000;187000;187000;0;0;0;2227;0;0;0;0;0;0;2836252,96;2836252,96
PARTIDO NACIONAL;ARTIGAS;REPRESENTANTES;816;JULIO CESAR SILVEIRA CORREA;1081229;1081229;898656;0;0;182573;8643;0;0;0;0;53200;129373;1081229,3;1081229,3
PARTIDO NACIONAL;ARTIGAS;REPRESENTANTES;903;NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL;                         -  ;0;0;0;0;0;528;0;0;0;0;0;0;0;0
PARTIDO NACIONAL;ARTIGAS;REPRESENTANTES;2014;MARIO AYALA;1636017;1636017;734563;0;0;901454;8831;1;252320;153000;38430;457704;0;901453,51;901453,51
PARTIDO NACIONAL;CANELONES;REPRESENTANTES;45;WALKER AMARILLO LOPEZ;72292;72292;72292;0;0;0;700;0;0;0;0;0;0;75178;75178
PARTIDO NACIONAL;CANELONES;REPRESENTANTES;71;LARA, JULIO;243982;243982;243982;0;0;0;1;0;0;0;0;0;0;243982;243982
PARTIDO NACIONAL;CANELONES;REPRESENTANTES;206;NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL;                         -  ;0;0;0;0;0;49;0;0;0;0;0;0;0;0
PARTIDO NACIONAL;CANELONES;REPRESENTANTES;244;ALVARO GERMANO;10200;10200;                         -  ;0;0;10200;863;0;10200;0;0;0;0;10200;10200
PARTIDO NACIONAL;CANELONES;REPRESENTANTES;400;AMIN NIFFOURI BLANCO;6125780;3009600;4725780;0;3116180;1400000;45760;2;0;0;0;1400000;0;6126920;3010740
PARTIDO NACIONAL;CANELONES;REPRESENTANTES;903;JAVIER RADICCIONI ;647398;647398;647398;0;0;0;6530;0;0;0;0;0;0;484970,77;484970,77
PARTIDO NACIONAL;CANELONES;REPRESENTANTES;1404;FERNANDO CROSA;785494;785494;542494;33000;0;210000;5253;0;0;0;0;200000;10000;89193;89193
PARTIDO NACIONAL;CANELONES;REPRESENTANTES;2014;DANIEL PEÑA;11325000;11325000;7500000;0;0;3825000;38216;2;0;0;0;2900000;925000;11320500;11320500
PARTIDO NACIONAL;CANELONES;REPRESENTANTES;3504;ALEM GARCIA ;61796;61796;11796;0;0;50000;335;0;0;0;0;50000;0;132356;132356
PARTIDO NACIONAL;CANELONES;REPRESENTANTES;504206;JORGE NESTOR SERPA PEREIRA;169908;169908;23408;0;0;146500;217;0;0;0;0;146500;0;169908;169908
PARTIDO NACIONAL;CANELONES;REPRESENTANTES;504504;NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL;                         -  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PARTIDO NACIONAL;CERRO LARGO;REPRESENTANTES;2;ERNESTO DEHL;729080;729080;259080;0;0;470000;2540;0;0;0;0;470000;0;716594;716594
PARTIDO NACIONAL;CERRO LARGO;REPRESENTANTES;3;JOSE  YURRAMENDI PEREZ;2106694;2106694;1350310;0;0;756384;14394;1;264972;135500;34500;321412;0;2106694;2106694
PARTIDO NACIONAL;CERRO LARGO;REPRESENTANTES;244;ALVARO GERMANO;10200;10200;                         -  ;0;0;10200;293;0;10200;0;0;0;0;10200;10200
PARTIDO NACIONAL;CERRO LARGO;REPRESENTANTES;404;AMBROSIO BARREIRO;509050;509050;509050;0;0;0;4988;0;0;0;0;0;0;479952;479952
PARTIDO NACIONAL;CERRO LARGO;REPRESENTANTES;903;DR. MILTON DA SILVA ARAUJO;476902;476902;244902;0;0;232000;2401;0;75000;0;0;157000;0;476902;476902
PARTIDO NACIONAL;COLONIA;REPRESENTANTES;5;GUSTAVO GABRIEL SEDARRI VANOLI;241000;241000;43000;0;0;185000;556;0;0;0;48000;137000;0;241000;241000
PARTIDO NACIONAL;COLONIA;REPRESENTANTES;12;RICARDO PLANCHON GEYMONAT;1041350;1041350;671350;0;0;370000;10470;0;0;0;0;370000;0;496738;496738
PARTIDO NACIONAL;COLONIA;REPRESENTANTES;19;MARIA DE LIMA MORENO;935075;935075;696938;0;0;238137;6797;0;0;0;0;158137;80000;935075;935075
PARTIDO NACIONAL;COLONIA;REPRESENTANTES;119;ANDRÉS PASSARINO PAOLINI;464640;464640;284640;0;0;180000;2789;0;0;0;0;180000;0;273996;273996
PARTIDO NACIONAL;COLONIA;REPRESENTANTES;244;ALVARO GERMANO;10200;10200;                         -  ;0;0;10200;320;0;10200;0;0;0;0;10200;10200
PARTIDO NACIONAL;COLONIA;REPRESENTANTES;904;EDMUNDO ROSELLI;1455629;1455629;1455629;0;0;0;14139;1;0;0;0;0;0;1445955,92;1445955,92
PARTIDO NACIONAL;DURAZNO;REPRESENTANTES;404;CARMELO JOSE  VIDALIN AGUIRRE;610000;610000;160000;0;0;450000;11477;1;204000;246000;0;0;0;609806;609806
PARTIDO NACIONAL;DURAZNO;REPRESENTANTES;2014;JUAN JOSÉ BRUNO;744747;744747;254747;270000;0;220000;2460;0;100000;0;0;120000;0;744747;744747
PARTIDO NACIONAL;DURAZNO;REPRESENTANTES;40425;JOSÉ DOMINGO RIELLI SAN MARTIN;711721;711721;595758;0;0;115963;5753;0;0;0;0;115963;0;711721;711721
PARTIDO NACIONAL;FLORES;REPRESENTANTES;12;TERESA HERNANDEZ;377180;377180;                         -  ;0;0;377180;3100;0;206000;0;0;171180;0;271323;271323
PARTIDO NACIONAL;FLORES;REPRESENTANTES;404;ARMANDO CASTAINGDEBAT;725000;725000;480000;0;0;245000;5982;1;0;0;0;245000;0;475991;475991
PARTIDO NACIONAL;FLORES;REPRESENTANTES;1903;VERONICA SORENSEN;67666;67666;44166;0;0;67666;433;0;0;0;0;55541;12125;67666;67666
PARTIDO NACIONAL;FLORIDA;REPRESENTANTES;244;ALVARO GERMANO;10200;10200;                         -  ;0;0;10200;2;0;10200;0;0;0;0;10200;10200
PARTIDO NACIONAL;FLORIDA;REPRESENTANTES;262;LAPASTA VENTURA, GERMAN;312699;312699;336674;0;0;312699;2870;0;312699;0;0;0;0;312698,69;312698,69
PARTIDO NACIONAL;FLORIDA;REPRESENTANTES;662;ALFREDO MARTIN BRESCIA;489042;489042;220042;0;0;269000;2131;0;90000;0;9000;170000;0;541200;541200
PARTIDO NACIONAL;FLORIDA;REPRESENTANTES;903;MACHIN PERDOMO, PEDRO LUIS;44277;44277;44277;0;0;0;536;0;0;0;0;0;0;43220;43220
PARTIDO NACIONAL;FLORIDA;REPRESENTANTES;2014;JESUS BENTANCOR DODERA ;482835;482835;234000;0;0;248835;2374;0;0;0;0;248835;0;482835;482835
PARTIDO NACIONAL;FLORIDA;REPRESENTANTES;6262;JOSE ANDRES AROCENA ARGUL;1504958;1504958;969221;0;0;535737;11733;1;48460;0;0;33277;454000;1499388,65;1499388,65
PARTIDO NACIONAL;LAVALLEJA;REPRESENTANTES;4;ALFREDO DANIEL VILLALBA;532346;532346;215846;0;0;316500;2618;0;0;0;0;316500;0;302155;302155
PARTIDO NACIONAL;LAVALLEJA;REPRESENTANTES;244;ALVARO GERMANO ;10200;10200;                         -  ;0;0;10200;1;0;10200;0;0;0;0;10200;10200
PARTIDO NACIONAL;LAVALLEJA;REPRESENTANTES;404;ALEXANDRA KARINA INZAURRALDE GUILLEN;879296;879296;879296;0;0;0;8532;0;0;0;0;0;0;830841;830841
PARTIDO NACIONAL;LAVALLEJA;REPRESENTANTES;5158;MARIO LUIS GARCÍA GONZALEZ;1485395;1485395;905395;330000;0;250000;8837;1;0;0;0;250000;0;887421;887421
PARTIDO NACIONAL;MALDONADO;REPRESENTANTES;22;ENRIQUE ANTÍA;3086000;3086000;                         -  ;0;0;3086000;10092;1;1270000;92000;0;600000;1124000;3592352;3592352
PARTIDO NACIONAL;MALDONADO;REPRESENTANTES;23;NELSON RODRIGUEZ;5839422;5839422;1732062;859360;0;3248000;16981;1;0;0;0;950000;2298000;4968020;4968020
PARTIDO NACIONAL;MALDONADO;REPRESENTANTES;40;EDUARDO MARTÍN LAVENTURE OTEGUI;1705664;1705664;795164;0;0;1322100;7693;0;873750;227850;0;0;220500;788856;788856
PARTIDO NACIONAL;MALDONADO;REPRESENTANTES;244;ALVARO GERMANO;10200;10200;                         -  ;0;0;10200;30;0;10200;0;0;0;0;10200;10200
PARTIDO NACIONAL;MALDONADO;REPRESENTANTES;1052;DR. ESTEBAN RAUL AGUSTONI RIJO;82300;82300;66300;0;0;16000;650;0;16000;0;0;0;0;21358;21358
PARTIDO NACIONAL;MALDONADO;REPRESENTANTES;2014;LUIS CIMA EGUSQUIZA;756428;756428;468131;270000;0;18297;4587;0;0;0;0;18297;0;288297;288297
PARTIDO NACIONAL;MALDONADO;REPRESENTANTES;2903;CRISTIAN MARCELO RONDAN;77936;77936;57936;0;0;20000;568;0;0;0;0;20000;0;62139;62139
PARTIDO NACIONAL;MALDONADO;REPRESENTANTES;9003;NESTOR SAINZ;189658;189658;89658;0;0;100000;879;0;0;0;0;100000;0;65000;65000
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;8;NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL;                         -  ;0;                         -  ;0;0;0;0;0;0;0;0;0;0;0;0
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;33;FRANCISCO GALLINAL NIETO;2582111;2582111;1494101;0;0;1088010;4367;0;1088010;0;0;0;0;2718825;2718825
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;35;GRACIELA GUIDO;10104;10104;104;0;0;10000;2;0;0;0;0;10000;0;9500;9500
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;40;JAVIER GARCIA DUCHINI;7919510;7919510;3511656;0;0;4407854;34175;1;510000;572000;222654;2980000;123200;7919817,52;7919817,52
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;66;NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL;                         -  ;0;                         -  ;0;0;0;0;0;0;0;0;0;0;0;0
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;71;GUSTAVO PENADÉS;11768329;11768329;5279622;4600000;0;1888707;51374;3;368715;0;0;1372392;147600;9740866;9740866
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;108;NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL;                         -  ;0;                         -  ;0;0;0;0;0;0;0;0;0;0;0;0
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;244;ALVARO GERMANO;10200;10200;                         -  ;0;0;10200;1203;0;10200;0;0;0;0;10200;10200
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;308;NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL;                         -  ;0;                         -  ;0;0;0;0;0;0;0;0;0;0;0;0
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;404;ALVARO DELGADO;11627636;11627636;5839196;0;0;5788440;56819;3;865325;960000;0;3148115;815000;10758448;10758448
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;767;ALFREDO OLIÚ CARBONELL;104105;104105;46000;0;0;0;572;0;0;0;0;0;0;2117354;2117354
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;903;DANIEL QUIRÓ;1519540;1519540;1419540;0;0;100000;13813;0;0;0;0;100000;0;1158593,07;1158593,07
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;922;HORACIO RIVERO;13669;13669;13669;0;0;0;133;0;0;0;0;0;0;13669;13669
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;1889;MAURO GAMBETTA ALVAREZ;9458;9458;9458;0;0;0;115;0;0;0;0;0;0;16960;16960
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;2014;VERONICA ALONSO;8884595;8884595;8584595;0;0;300000;73665;4;0;0;0;300000;0;8280825;8280825
PARTIDO NACIONAL;MONTEVIDEO;REPRESENTANTES;504504;ALEM GARCIA;83114;83114;33114;0;0;50000;945;0;0;0;0;50000;0;132356;132356
